Date,Close/Last,Open,High,Low,Name
2018-02-16,25219.38,25165.94,25432.42,25149.26,Dow Jones Industrial Average
2018-02-15,25200.37,25047.82,25203.95,24809.42,Dow Jones Industrial Average
2018-02-14,24893.49,24535.82,24925.95,24490.36,Dow Jones Industrial Average
2018-02-13,24640.45,24540.33,24705.72,24421.03,Dow Jones Industrial Average
2018-02-12,24601.27,24337.76,24765.16,24290.48,Dow Jones Industrial Average
2018-02-09,24190.9,23992.67,24382.14,23360.29,Dow Jones Industrial Average
2018-02-08,23860.46,24902.3,24903.68,23849.23,Dow Jones Industrial Average
2018-02-07,24893.35,24892.87,25293.96,24785.44,Dow Jones Industrial Average
2018-02-06,24912.77,24085.17,24946.23,23778.74,Dow Jones Industrial Average
2018-02-05,24345.75,25337.87,25520.53,23923.88,Dow Jones Industrial Average
2018-02-02,25520.96,26061.79,26061.79,25490.66,Dow Jones Industrial Average
2018-02-01,26186.71,26083.04,26306.7,26014.44,Dow Jones Industrial Average
2018-01-31,26149.39,26268.17,26338.03,26050.98,Dow Jones Industrial Average
2018-01-30,26076.89,26198.45,26256.99,26028.42,Dow Jones Industrial Average
2018-01-29,26439.48,26584.28,26608.9,26435.34,Dow Jones Industrial Average
2018-01-26,26616.71,26466.74,26616.71,26425.35,Dow Jones Industrial Average
2018-01-25,26392.79,26313.06,26458.25,26259.72,Dow Jones Industrial Average
2018-01-24,26252.12,26282.07,26392.8,26106.94,Dow Jones Industrial Average
2018-01-23,26210.81,26214.87,26246.19,26143.9,Dow Jones Industrial Average
2018-01-22,26214.6,26025.32,26215.23,25974.65,Dow Jones Industrial Average
2018-01-19,26071.72,25987.35,26071.72,25942.83,Dow Jones Industrial Average
2018-01-18,26017.81,26149.55,26153.42,25947.32,Dow Jones Industrial Average
2018-01-17,26115.65,25910.78,26130.45,25865.02,Dow Jones Industrial Average
2018-01-16,25792.86,25987.62,26086.12,25702.99,Dow Jones Industrial Average
2018-01-12,25803.19,25638.39,25810.43,25633.08,Dow Jones Industrial Average
2018-01-11,25574.73,25398.6,25575.42,25396.19,Dow Jones Industrial Average
2018-01-10,25369.13,25348.13,25404.92,25256.99,Dow Jones Industrial Average
2018-01-09,25385.8,25312.05,25439.78,25308.41,Dow Jones Industrial Average
2018-01-08,25283.0,25308.4,25311.99,25235.41,Dow Jones Industrial Average
2018-01-05,25295.87,25114.92,25299.79,25112.01,Dow Jones Industrial Average
2018-01-04,25075.13,24964.86,25105.96,24963.27,Dow Jones Industrial Average
2018-01-03,24922.68,24850.45,24941.92,24825.55,Dow Jones Industrial Average
2018-01-02,24824.01,24809.35,24864.19,24741.7,Dow Jones Industrial Average
2017-12-29,24719.22,24849.63,24871.66,24719.22,Dow Jones Industrial Average
2017-12-28,24837.51,24807.21,24839.23,24797.13,Dow Jones Industrial Average
2017-12-27,24774.3,24766.52,24789.52,24731.68,Dow Jones Industrial Average
2017-12-26,24746.21,24715.84,24778.13,24708.42,Dow Jones Industrial Average
2017-12-22,24754.06,24764.04,24784.15,24717.51,Dow Jones Industrial Average
2017-12-21,24782.29,24778.26,24850.91,24766.27,Dow Jones Industrial Average
2017-12-20,24726.65,24838.09,24852.44,24697.11,Dow Jones Industrial Average
2017-12-19,24754.75,24834.38,24850.11,24715.6,Dow Jones Industrial Average
2017-12-18,24792.2,24739.56,24876.07,24739.56,Dow Jones Industrial Average
2017-12-15,24651.74,24585.71,24688.62,24584.44,Dow Jones Industrial Average
2017-12-14,24508.66,24631.01,24672.48,24508.66,Dow Jones Industrial Average
2017-12-13,24585.43,24525.19,24666.02,24518.3,Dow Jones Industrial Average
2017-12-12,24504.8,24452.96,24552.97,24443.83,Dow Jones Industrial Average
2017-12-11,24386.03,24338.11,24389.72,24314.74,Dow Jones Industrial Average
2017-12-08,24329.16,24263.26,24330.12,24225.5,Dow Jones Industrial Average
2017-12-07,24211.48,24116.6,24262.88,24101.24,Dow Jones Industrial Average
2017-12-06,24140.91,24171.9,24229.35,24134.49,Dow Jones Industrial Average
2017-12-05,24180.64,24335.01,24349.74,24155.28,Dow Jones Industrial Average
2017-12-04,24290.05,24424.11,24534.04,24288.19,Dow Jones Industrial Average
2017-12-01,24231.59,24305.4,24322.06,23921.9,Dow Jones Industrial Average
2017-11-30,24272.35,24013.8,24327.82,24013.8,Dow Jones Industrial Average
2017-11-29,23940.68,23883.26,23959.76,23872.59,Dow Jones Industrial Average
2017-11-28,23836.71,23625.19,23849.61,23617.11,Dow Jones Industrial Average
2017-11-27,23580.78,23552.86,23638.92,23545.02,Dow Jones Industrial Average
2017-11-24,23557.99,23552.75,23599.18,23551.59,Dow Jones Industrial Average
2017-11-22,23526.18,23597.24,23605.77,23507.61,Dow Jones Industrial Average
2017-11-21,23590.83,23500.15,23617.8,23500.15,Dow Jones Industrial Average
2017-11-20,23430.33,23370.71,23456.88,23360.58,Dow Jones Industrial Average
2017-11-17,23358.24,23433.77,23433.77,23356.01,Dow Jones Industrial Average
2017-11-16,23458.36,23365.34,23492.19,23365.34,Dow Jones Industrial Average
2017-11-15,23271.28,23334.59,23344.99,23242.75,Dow Jones Industrial Average
2017-11-14,23409.47,23388.4,23414.08,23271.57,Dow Jones Industrial Average
2017-11-13,23439.7,23367.47,23461.68,23343.34,Dow Jones Industrial Average
2017-11-10,23422.21,23432.71,23452.2,23392.96,Dow Jones Industrial Average
2017-11-09,23461.94,23492.09,23516.74,23310.02,Dow Jones Industrial Average
2017-11-08,23563.36,23542.6,23575.0,23510.56,Dow Jones Industrial Average
2017-11-07,23557.23,23574.03,23602.12,23484.19,Dow Jones Industrial Average
2017-11-06,23548.42,23533.96,23574.86,23520.75,Dow Jones Industrial Average
2017-11-03,23539.19,23549.59,23557.06,23481.57,Dow Jones Industrial Average
2017-11-02,23516.26,23463.24,23531.38,23350.98,Dow Jones Industrial Average
2017-11-01,23435.01,23442.9,23517.71,23388.91,Dow Jones Industrial Average
2017-10-31,23377.24,23369.22,23406.35,23334.39,Dow Jones Industrial Average
2017-10-30,23348.74,23405.75,23428.75,23327.87,Dow Jones Industrial Average
2017-10-27,23434.19,23419.16,23449.4,23353.16,Dow Jones Industrial Average
2017-10-26,23400.86,23380.89,23459.84,23380.89,Dow Jones Industrial Average
2017-10-25,23329.46,23431.09,23451.51,23251.11,Dow Jones Industrial Average
2017-10-24,23441.76,23346.78,23485.25,23343.23,Dow Jones Industrial Average
2017-10-23,23273.96,23348.95,23368.37,23273.96,Dow Jones Industrial Average
2017-10-20,23328.63,23205.18,23328.84,23201.78,Dow Jones Industrial Average
2017-10-19,23163.04,23107.47,23167.24,23052.67,Dow Jones Industrial Average
2017-10-18,23157.6,23087.13,23172.93,23086.75,Dow Jones Industrial Average
2017-10-17,22997.44,22952.41,23002.2,22948.23,Dow Jones Industrial Average
2017-10-16,22956.96,22892.92,22960.12,22887.12,Dow Jones Industrial Average
2017-10-13,22871.72,22876.43,22905.33,22855.93,Dow Jones Industrial Average
2017-10-12,22841.01,22854.85,22884.82,22821.13,Dow Jones Industrial Average
2017-10-11,22872.89,22827.65,22872.89,22821.66,Dow Jones Industrial Average
2017-10-10,22830.68,22784.76,22850.51,22770.99,Dow Jones Industrial Average
2017-10-09,22761.07,22779.73,22803.37,22739.38,Dow Jones Industrial Average
2017-10-06,22773.67,22762.03,22773.67,22730.85,Dow Jones Industrial Average
2017-10-05,22775.39,22669.08,22777.04,22655.14,Dow Jones Industrial Average
2017-10-04,22661.64,22645.67,22685.94,22632.8,Dow Jones Industrial Average
2017-10-03,22641.67,22564.45,22646.32,22562.9,Dow Jones Industrial Average
2017-10-02,22557.6,22423.47,22559.38,22416.0,Dow Jones Industrial Average
2017-09-29,22405.09,22358.47,22405.63,22332.96,Dow Jones Industrial Average
2017-09-28,22381.2,22306.83,22394.74,22288.97,Dow Jones Industrial Average
2017-09-27,22340.71,22330.93,22371.1,22254.93,Dow Jones Industrial Average
2017-09-26,22284.32,22322.03,22369.35,22279.52,Dow Jones Industrial Average
2017-09-25,22296.09,22320.47,22359.88,22219.11,Dow Jones Industrial Average
2017-09-22,22349.59,22334.07,22364.31,22299.58,Dow Jones Industrial Average
2017-09-21,22359.23,22414.02,22419.51,22356.55,Dow Jones Industrial Average
2017-09-20,22412.59,22351.38,22413.26,22314.68,Dow Jones Industrial Average
2017-09-19,22370.8,22349.7,22386.01,22340.71,Dow Jones Industrial Average
2017-09-18,22331.35,22297.92,22355.62,22283.35,Dow Jones Industrial Average
2017-09-15,22268.34,22252.44,22275.02,22214.52,Dow Jones Industrial Average
2017-09-14,22203.48,22144.96,22216.44,22135.26,Dow Jones Industrial Average
2017-09-13,22158.18,22103.47,22158.18,22095.79,Dow Jones Industrial Average
2017-09-12,22118.86,22090.56,22134.57,22087.09,Dow Jones Industrial Average
2017-09-11,22057.37,21927.79,22067.1,21927.79,Dow Jones Industrial Average
2017-09-08,21797.79,21764.43,21846.63,21731.12,Dow Jones Industrial Average
2017-09-07,21784.78,21820.38,21850.01,21745.71,Dow Jones Industrial Average
2017-09-06,21807.64,21815.76,21849.24,21794.07,Dow Jones Industrial Average
2017-09-05,21753.31,21912.37,21921.09,21709.63,Dow Jones Industrial Average
2017-09-01,21987.56,21981.77,22038.97,21974.91,Dow Jones Industrial Average
2017-08-31,21948.1,21936.01,21985.76,21910.5,Dow Jones Industrial Average
2017-08-30,21892.43,21859.76,21914.26,21839.47,Dow Jones Industrial Average
2017-08-29,21865.37,21718.0,21879.22,21673.58,Dow Jones Industrial Average
2017-08-28,21808.4,21832.5,21861.49,21767.94,Dow Jones Industrial Average
2017-08-25,21813.67,21819.08,21906.86,21812.81,Dow Jones Industrial Average
2017-08-24,21783.4,21839.9,21870.11,21765.82,Dow Jones Industrial Average
2017-08-23,21812.09,21850.27,21866.66,21808.39,Dow Jones Industrial Average
2017-08-22,21899.89,21739.78,21912.83,21738.13,Dow Jones Industrial Average
2017-08-21,21703.75,21671.36,21718.74,21600.34,Dow Jones Industrial Average
2017-08-18,21674.51,21724.88,21793.35,21641.63,Dow Jones Industrial Average
2017-08-17,21750.73,21984.74,21984.74,21750.32,Dow Jones Industrial Average
2017-08-16,22024.87,22031.93,22085.71,22002.47,Dow Jones Industrial Average
2017-08-15,21998.99,22029.91,22038.92,21971.48,Dow Jones Industrial Average
2017-08-14,21993.71,21945.64,22019.23,21945.64,Dow Jones Industrial Average
2017-08-11,21858.32,21883.32,21911.09,21842.74,Dow Jones Industrial Average
2017-08-10,21844.01,21988.2,21988.2,21843.94,Dow Jones Industrial Average
2017-08-09,22048.7,22022.34,22057.19,21996.69,Dow Jones Industrial Average
2017-08-08,22085.34,22095.14,22179.11,22057.29,Dow Jones Industrial Average
2017-08-07,22118.42,22100.2,22121.15,22081.97,Dow Jones Industrial Average
2017-08-04,22092.81,22058.39,22092.81,22024.64,Dow Jones Industrial Average
2017-08-03,22026.1,22007.58,22044.85,21991.32,Dow Jones Industrial Average
2017-08-02,22016.24,22004.36,22036.1,21967.46,Dow Jones Industrial Average
2017-08-01,21963.92,21961.42,21990.96,21940.81,Dow Jones Industrial Average
2017-07-31,21891.12,21863.39,21929.8,21861.71,Dow Jones Industrial Average
2017-07-28,21830.31,21787.51,21841.18,21756.12,Dow Jones Industrial Average
2017-07-27,21796.55,21717.42,21798.47,21687.85,Dow Jones Industrial Average
2017-07-26,21711.01,21690.38,21742.7,21683.29,Dow Jones Industrial Average
2017-07-25,21613.43,21638.56,21670.62,21577.37,Dow Jones Industrial Average
2017-07-24,21513.17,21577.78,21577.78,21496.13,Dow Jones Industrial Average
2017-07-21,21580.07,21591.72,21592.61,21503.78,Dow Jones Industrial Average
2017-07-20,21611.78,21641.54,21661.91,21576.96,Dow Jones Industrial Average
2017-07-19,21640.75,21569.25,21640.75,21565.84,Dow Jones Industrial Average
2017-07-18,21574.73,21589.94,21589.94,21471.14,Dow Jones Industrial Average
2017-07-17,21629.72,21633.97,21661.81,21617.66,Dow Jones Industrial Average
2017-07-14,21637.74,21532.77,21681.53,21521.72,Dow Jones Industrial Average
2017-07-13,21553.09,21537.19,21568.72,21512.36,Dow Jones Industrial Average
2017-07-12,21532.14,21467.93,21580.79,21467.93,Dow Jones Industrial Average
2017-07-11,21409.07,21410.17,21441.62,21279.3,Dow Jones Industrial Average
2017-07-10,21408.52,21381.23,21446.39,21371.11,Dow Jones Industrial Average
2017-07-07,21414.34,21354.66,21425.82,21350.72,Dow Jones Industrial Average
2017-07-06,21320.04,21423.93,21433.1,21305.38,Dow Jones Industrial Average
2017-07-05,21478.17,21492.83,21505.36,21404.76,Dow Jones Industrial Average
2017-07-03,21479.27,21392.3,21562.75,21391.71,Dow Jones Industrial Average
2017-06-30,21349.63,21348.6,21426.12,21325.08,Dow Jones Industrial Average
2017-06-29,21287.03,21487.38,21487.38,21197.08,Dow Jones Industrial Average
2017-06-28,21454.61,21372.36,21478.75,21372.36,Dow Jones Industrial Average
2017-06-27,21310.66,21411.19,21440.6,21310.66,Dow Jones Industrial Average
2017-06-26,21409.55,21434.68,21506.21,21381.25,Dow Jones Industrial Average
2017-06-23,21394.76,21380.92,21421.79,21333.89,Dow Jones Industrial Average
2017-06-22,21397.29,21407.98,21456.47,21394.81,Dow Jones Industrial Average
2017-06-21,21410.03,21466.39,21492.62,21390.0,Dow Jones Industrial Average
2017-06-20,21467.14,21521.25,21535.03,21464.24,Dow Jones Industrial Average
2017-06-19,21528.99,21444.75,21528.99,21436.08,Dow Jones Industrial Average
2017-06-16,21384.28,21335.93,21384.42,21308.01,Dow Jones Industrial Average
2017-06-15,21359.9,21291.69,21367.28,21261.87,Dow Jones Industrial Average
2017-06-14,21374.56,21342.71,21391.97,21294.09,Dow Jones Industrial Average
2017-06-13,21328.47,21256.83,21332.77,21256.83,Dow Jones Industrial Average
2017-06-12,21235.67,21259.95,21277.08,21186.15,Dow Jones Industrial Average
2017-06-09,21271.97,21208.96,21305.35,21159.45,Dow Jones Industrial Average
2017-06-08,21182.53,21169.76,21265.69,21138.16,Dow Jones Industrial Average
2017-06-07,21173.69,21171.57,21189.84,21113.31,Dow Jones Industrial Average
2017-06-06,21136.23,21145.48,21180.47,21118.46,Dow Jones Industrial Average
2017-06-05,21184.04,21195.03,21224.41,21168.69,Dow Jones Industrial Average
2017-06-02,21206.29,21142.09,21225.04,21129.56,Dow Jones Industrial Average
2017-06-01,21144.18,21030.55,21144.18,20994.22,Dow Jones Industrial Average
2017-05-31,21008.65,21048.46,21051.7,20942.57,Dow Jones Industrial Average
2017-05-30,21029.47,21045.49,21063.62,21009.6,Dow Jones Industrial Average
2017-05-26,21080.28,21070.15,21092.82,21050.49,Dow Jones Industrial Average
2017-05-25,21082.95,21062.96,21112.32,21051.41,Dow Jones Industrial Average
2017-05-24,21012.42,20949.21,21022.82,20933.58,Dow Jones Industrial Average
2017-05-23,20937.91,20908.67,20961.14,20896.22,Dow Jones Industrial Average
2017-05-22,20894.83,20867.77,20914.26,20860.16,Dow Jones Industrial Average
2017-05-19,20804.84,20698.28,20857.13,20687.94,Dow Jones Industrial Average
2017-05-18,20663.02,20579.65,20759.2,20553.45,Dow Jones Industrial Average
2017-05-17,20606.93,20846.17,20846.17,20601.08,Dow Jones Industrial Average
2017-05-16,20979.75,20984.48,21033.53,20932.88,Dow Jones Industrial Average
2017-05-15,20981.94,20923.63,21000.83,20923.63,Dow Jones Industrial Average
2017-05-12,20896.61,20893.19,20916.1,20869.74,Dow Jones Industrial Average
2017-05-11,20919.42,20925.72,20933.36,20798.9,Dow Jones Industrial Average
2017-05-10,20943.11,20958.49,20976.28,20884.15,Dow Jones Industrial Average
2017-05-09,20975.78,21022.28,21046.85,20938.04,Dow Jones Industrial Average
2017-05-08,21012.28,20991.26,21017.89,20971.05,Dow Jones Industrial Average
2017-05-05,21006.94,20929.04,21006.94,20905.0,Dow Jones Industrial Average
2017-05-04,20951.47,20987.83,20990.79,20847.95,Dow Jones Industrial Average
2017-05-03,20957.9,20915.0,20972.74,20874.18,Dow Jones Industrial Average
2017-05-02,20949.89,20941.19,20960.92,20904.06,Dow Jones Industrial Average
2017-05-01,20913.46,20962.73,20976.62,20898.38,Dow Jones Industrial Average
2017-04-28,20940.51,20987.39,20987.76,20926.75,Dow Jones Industrial Average
2017-04-27,20981.33,20991.12,21005.8,20935.8,Dow Jones Industrial Average
2017-04-26,20975.09,21009.95,21070.9,20972.27,Dow Jones Industrial Average
2017-04-25,20996.12,20915.51,21026.97,20909.38,Dow Jones Industrial Average
2017-04-24,20763.89,20723.59,20792.2,20723.59,Dow Jones Industrial Average
2017-04-21,20547.76,20578.1,20601.4,20505.33,Dow Jones Industrial Average
2017-04-20,20578.71,20406.68,20629.78,20406.68,Dow Jones Industrial Average
2017-04-19,20404.49,20503.52,20546.69,20379.55,Dow Jones Industrial Average
2017-04-18,20523.28,20561.39,20600.12,20462.28,Dow Jones Industrial Average
2017-04-17,20636.92,20484.75,20644.41,20484.75,Dow Jones Industrial Average
2017-04-13,20453.25,20561.69,20612.27,20453.25,Dow Jones Industrial Average
2017-04-12,20591.86,20637.95,20642.54,20553.03,Dow Jones Industrial Average
2017-04-11,20651.3,20644.32,20660.03,20512.56,Dow Jones Industrial Average
2017-04-10,20658.02,20668.22,20750.33,20614.86,Dow Jones Industrial Average
2017-04-07,20656.1,20647.81,20726.07,20606.95,Dow Jones Industrial Average
2017-04-06,20662.95,20653.77,20746.46,20612.17,Dow Jones Industrial Average
2017-04-05,20648.15,20745.06,20887.5,20639.55,Dow Jones Industrial Average
2017-04-04,20689.24,20634.94,20701.29,20605.3,Dow Jones Industrial Average
2017-04-03,20650.21,20665.17,20692.34,20517.82,Dow Jones Industrial Average
2017-03-31,20663.22,20700.34,20722.59,20660.68,Dow Jones Industrial Average
2017-03-30,20728.49,20662.79,20753.78,20643.6,Dow Jones Industrial Average
2017-03-29,20659.32,20675.75,20684.73,20625.03,Dow Jones Industrial Average
2017-03-28,20701.5,20542.14,20735.61,20520.1,Dow Jones Industrial Average
2017-03-27,20550.98,20488.35,20578.46,20412.8,Dow Jones Industrial Average
2017-03-24,20596.72,20674.45,20718.33,20529.67,Dow Jones Industrial Average
2017-03-23,20656.58,20645.07,20757.89,20618.62,Dow Jones Industrial Average
2017-03-22,20661.3,20640.42,20686.21,20578.95,Dow Jones Industrial Average
2017-03-21,20668.01,20956.33,20970.04,20653.26,Dow Jones Industrial Average
2017-03-20,20905.86,20916.27,20955.45,20885.7,Dow Jones Industrial Average
2017-03-17,20914.62,20965.37,20980.51,20911.07,Dow Jones Industrial Average
2017-03-16,20934.55,20969.27,21000.11,20893.5,Dow Jones Industrial Average
2017-03-15,20950.1,20874.78,20977.47,20859.6,Dow Jones Industrial Average
2017-03-14,20837.37,20848.6,20874.0,20786.31,Dow Jones Industrial Average
2017-03-13,20881.48,20899.28,20926.06,20845.71,Dow Jones Industrial Average
2017-03-10,20902.98,20919.01,20940.29,20827.66,Dow Jones Industrial Average
2017-03-09,20858.19,20864.32,20900.57,20777.16,Dow Jones Industrial Average
2017-03-08,20855.73,20940.44,20951.44,20835.58,Dow Jones Industrial Average
2017-03-07,20924.76,20934.89,20970.54,20901.26,Dow Jones Industrial Average
2017-03-06,20954.34,20955.71,20986.43,20912.11,Dow Jones Industrial Average
2017-03-03,21005.71,21008.75,21039.96,20953.86,Dow Jones Industrial Average
2017-03-02,21002.97,21128.91,21129.2,20996.61,Dow Jones Industrial Average
2017-03-01,21115.55,20957.29,21169.11,20957.29,Dow Jones Industrial Average
2017-02-28,20812.24,20833.88,20841.24,20781.21,Dow Jones Industrial Average
2017-02-27,20837.44,20808.71,20851.33,20774.76,Dow Jones Industrial Average
2017-02-24,20821.76,20751.91,20821.76,20733.95,Dow Jones Industrial Average
2017-02-23,20810.32,20817.21,20840.7,20746.41,Dow Jones Industrial Average
2017-02-22,20775.6,20715.41,20781.59,20692.39,Dow Jones Industrial Average
2017-02-21,20743.0,20663.43,20757.64,20663.37,Dow Jones Industrial Average
2017-02-17,20624.05,20564.13,20624.05,20532.61,Dow Jones Industrial Average
2017-02-16,20619.77,20627.31,20639.87,20556.83,Dow Jones Industrial Average
2017-02-15,20611.86,20504.27,20620.45,20496.03,Dow Jones Industrial Average
2017-02-14,20504.41,20374.22,20504.41,20374.02,Dow Jones Industrial Average
2017-02-13,20412.16,20338.54,20441.48,20322.95,Dow Jones Industrial Average
2017-02-10,20269.37,20211.23,20298.21,20204.76,Dow Jones Industrial Average
2017-02-09,20172.4,20061.73,20206.36,20061.73,Dow Jones Industrial Average
2017-02-08,20054.34,20049.29,20068.28,20015.33,Dow Jones Industrial Average
2017-02-07,20090.29,20107.62,20155.35,20068.68,Dow Jones Industrial Average
2017-02-06,20052.42,20025.61,20094.95,20002.81,Dow Jones Industrial Average
2017-02-03,20071.46,19964.21,20081.48,19964.21,Dow Jones Industrial Average
2017-02-02,19884.91,19858.34,19922.75,19831.09,Dow Jones Industrial Average
2017-02-01,19890.94,19923.81,19967.73,19845.99,Dow Jones Industrial Average
2017-01-31,19864.09,19913.16,19918.17,19784.77,Dow Jones Industrial Average
2017-01-30,19971.13,20028.62,20028.62,19870.39,Dow Jones Industrial Average
2017-01-27,20093.78,20103.36,20115.97,20072.64,Dow Jones Industrial Average
2017-01-26,20100.91,20076.25,20125.58,20067.53,Dow Jones Industrial Average
2017-01-25,20068.51,19994.48,20082.0,19994.48,Dow Jones Industrial Average
2017-01-24,19912.71,19794.68,19949.24,19786.71,Dow Jones Industrial Average
2017-01-23,19799.85,19794.79,19833.98,19732.36,Dow Jones Industrial Average
2017-01-20,19827.25,19795.06,19843.94,19759.14,Dow Jones Industrial Average
2017-01-19,19732.4,19813.55,19824.14,19677.94,Dow Jones Industrial Average
2017-01-18,19804.72,19822.73,19828.2,19739.0,Dow Jones Industrial Average
2017-01-17,19826.77,19848.82,19882.99,19775.35,Dow Jones Industrial Average
2017-01-13,19885.73,19912.54,19952.03,19849.38,Dow Jones Industrial Average
2017-01-12,19891.0,19926.21,19929.29,19770.47,Dow Jones Industrial Average
2017-01-11,19954.28,19887.38,19973.42,19833.16,Dow Jones Industrial Average
2017-01-10,19855.53,19876.35,19957.12,19836.03,Dow Jones Industrial Average
2017-01-09,19887.38,19931.41,19943.78,19887.38,Dow Jones Industrial Average
2017-01-06,19963.8,19906.96,19999.63,19834.08,Dow Jones Industrial Average
2017-01-05,19899.29,19924.56,19948.6,19811.12,Dow Jones Industrial Average
2017-01-04,19942.16,19890.94,19956.14,19878.83,Dow Jones Industrial Average
2017-01-03,19881.76,19872.86,19938.53,19775.93,Dow Jones Industrial Average
2016-12-30,19762.6,19833.17,19852.55,19718.67,Dow Jones Industrial Average
2016-12-29,19819.78,19835.46,19878.44,19788.94,Dow Jones Industrial Average
2016-12-28,19833.68,19964.31,19981.11,19827.31,Dow Jones Industrial Average
2016-12-27,19945.04,19943.46,19980.24,19939.8,Dow Jones Industrial Average
2016-12-23,19933.81,19908.61,19934.15,19899.06,Dow Jones Industrial Average
2016-12-22,19918.88,19922.68,19933.83,19882.19,Dow Jones Industrial Average
2016-12-21,19941.96,19968.97,19986.56,19941.96,Dow Jones Industrial Average
2016-12-20,19974.62,19920.59,19987.63,19920.42,Dow Jones Industrial Average
2016-12-19,19883.06,19836.66,19917.78,19832.95,Dow Jones Industrial Average
2016-12-16,19843.41,19909.01,19923.17,19821.0,Dow Jones Industrial Average
2016-12-15,19852.24,19811.5,19951.29,19811.5,Dow Jones Industrial Average
2016-12-14,19792.53,19876.13,19966.43,19748.67,Dow Jones Industrial Average
2016-12-13,19911.21,19852.21,19953.75,19846.45,Dow Jones Industrial Average
2016-12-12,19796.43,19770.2,19824.59,19747.74,Dow Jones Industrial Average
2016-12-09,19756.85,19631.35,19757.74,19623.19,Dow Jones Industrial Average
2016-12-08,19614.81,19559.94,19664.97,19527.83,Dow Jones Industrial Average
2016-12-07,19549.62,19241.99,19558.42,19229.83,Dow Jones Industrial Average
2016-12-06,19251.78,19219.91,19255.89,19184.74,Dow Jones Industrial Average
2016-12-05,19216.24,19244.35,19274.85,19186.73,Dow Jones Industrial Average
2016-12-02,19170.42,19161.25,19196.14,19141.18,Dow Jones Industrial Average
2016-12-01,19191.93,19149.2,19214.3,19138.79,Dow Jones Industrial Average
2016-11-30,19123.58,19135.64,19225.29,19123.38,Dow Jones Industrial Average
2016-11-29,19121.6,19064.07,19144.4,19062.22,Dow Jones Industrial Average
2016-11-28,19097.9,19122.14,19138.72,19072.25,Dow Jones Industrial Average
2016-11-25,19152.14,19093.72,19152.14,19093.72,Dow Jones Industrial Average
2016-11-23,19083.18,19015.52,19083.76,19000.38,Dow Jones Industrial Average
2016-11-22,19023.87,18970.39,19043.9,18962.82,Dow Jones Industrial Average
2016-11-21,18956.69,18898.68,18960.76,18883.1,Dow Jones Industrial Average
2016-11-18,18867.93,18905.33,18915.74,18853.83,Dow Jones Industrial Average
2016-11-17,18903.82,18866.22,18904.03,18845.27,Dow Jones Industrial Average
2016-11-16,18868.14,18909.85,18909.85,18825.89,Dow Jones Industrial Average
2016-11-15,18923.06,18858.21,18925.26,18806.06,Dow Jones Industrial Average
2016-11-14,18868.69,18876.77,18934.05,18815.75,Dow Jones Industrial Average
2016-11-11,18847.66,18781.65,18855.78,18736.96,Dow Jones Industrial Average
2016-11-10,18807.88,18603.14,18873.66,18603.14,Dow Jones Industrial Average
2016-11-09,18589.69,18317.26,18650.06,18252.55,Dow Jones Industrial Average
2016-11-08,18332.74,18251.38,18400.5,18200.75,Dow Jones Industrial Average
2016-11-07,18259.6,17994.64,18263.3,17994.64,Dow Jones Industrial Average
2016-11-04,17888.28,17928.35,17986.76,17883.56,Dow Jones Industrial Average
2016-11-03,17930.67,17978.75,18006.96,17904.07,Dow Jones Industrial Average
2016-11-02,17959.64,18017.72,18044.15,17931.89,Dow Jones Industrial Average
2016-11-01,18037.1,18158.24,18177.01,17940.84,Dow Jones Industrial Average
2016-10-31,18142.42,18176.6,18193.68,18130.58,Dow Jones Industrial Average
2016-10-28,18161.19,18193.79,18257.06,18094.97,Dow Jones Industrial Average
2016-10-27,18169.68,18234.81,18253.2,18149.2,Dow Jones Industrial Average
2016-10-26,18199.33,18103.8,18236.04,18062.3,Dow Jones Industrial Average
2016-10-25,18169.27,18206.52,18241.69,18151.7,Dow Jones Industrial Average
2016-10-24,18223.03,18197.14,18275.04,18191.18,Dow Jones Industrial Average
2016-10-21,18145.71,18152.63,18168.76,18049.77,Dow Jones Industrial Average
2016-10-20,18162.35,18161.87,18249.05,18129.07,Dow Jones Industrial Average
2016-10-19,18202.62,18178.21,18252.2,18169.25,Dow Jones Industrial Average
2016-10-18,18161.94,18145.06,18225.8,18129.45,Dow Jones Industrial Average
2016-10-17,18086.4,18135.85,18162.28,18063.02,Dow Jones Industrial Average
2016-10-14,18138.38,18177.35,18261.11,18138.38,Dow Jones Industrial Average
2016-10-13,18098.94,18088.32,18137.7,17959.95,Dow Jones Industrial Average
2016-10-12,18144.2,18132.63,18193.96,18082.09,Dow Jones Industrial Average
2016-10-11,18128.66,18308.43,18312.33,18061.96,Dow Jones Industrial Average
2016-10-10,18329.04,18282.95,18399.96,18282.95,Dow Jones Industrial Average
2016-10-07,18240.49,18295.35,18319.73,18149.35,Dow Jones Industrial Average
2016-10-06,18268.5,18280.42,18288.12,18162.97,Dow Jones Industrial Average
2016-10-05,18281.03,18205.5,18315.82,18205.5,Dow Jones Industrial Average
2016-10-04,18168.45,18267.68,18313.77,18116.26,Dow Jones Industrial Average
2016-10-03,18253.85,18279.6,18279.8,18203.75,Dow Jones Industrial Average
2016-09-30,18308.15,18181.8,18369.62,18181.8,Dow Jones Industrial Average
2016-09-29,18143.45,18322.88,18366.23,18091.64,Dow Jones Industrial Average
